Subject,Course,Year,Quarter,Title,Instructor,GPA,A,B,C,D,F,W,P,NP
TDAC,122,24,SP,Ensemble: Undergrad Production,"Barricelli, Marc Alexander",4,84.2%,0%,0%,0%,0%,0%,0%,0%
TDDE,101,24,SP,Theatre Process-Scenic Design,"Guirguis, Mark C",3.538,68.7%,25%,0%,0%,6.25%,0%,0%,0%
TDDE,112,24,SP,Advanced Costume Design,"Benzoni, Elisa",3.589,70%,10%,0%,10%,0%,0%,0%,0%
TDDM,1,24,SP,Introduction to Dance Making,"Weinberg, Sadie",3.923,88.8%,7.40%,0%,0%,0%,0%,0%,0%
TDDM,101,24,SP,Dance Making 2,"Johnston, Holly",3.46,80%,13.3%,0%,0%,6.66%,0%,0%,0%
TDDR,101,24,SP,Stage Management,"Powell, Lora",3.726,80.5%,8.33%,2.77%,0%,2.77%,0%,5.55%,0%
TDDR,111,24,SP,Directing - Acting Process,"Castro, Robert Jess",3.947,90%,5%,0%,0%,0%,0%,5%,0%
TDGE,1,24,SP,Introduction to Theatre,"Salovey, Todd",3.774,85.4%,9.40%,1.70%,0%,1.70%,0%,0.85%,0%
TDGE,25,24,SP,Public Speaking,"Harting, Carla Kelso",3.925,84.1%,6.34%,0%,0%,0%,1.58%,6.34%,1.58%
TDGE,100,24,SP,Creating the Role of &quot;Leader&quot;,"Salovey, Todd",3.886,84%,2%,0%,0%,2%,2%,10%,0%
TDGE,124,24,SP,Cult Films: Weirdly Dramatic,"Fulton, Julia",3.846,74.2%,10.6%,1.01%,0%,0%,0%,13.6%,0.50%
TDGE,125,24,SP,Topics in Theatre and Film,"Havis, Allan",3.662,57.5%,11.8%,2.68%,0.53%,1.07%,1.61%,24.1%,0.53%
TDGE,125,24,SP,Topics in Theatre and Film,"Geva, Dan",3.815,75.4%,6.62%,0.66%,0.66%,0.66%,1.98%,12.5%,0%
TDGE,133,24,SP,Visual Ideas,"Brill, Robert L.",3.389,60%,15%,10%,0%,5%,0%,5%,5%
TDHD,175,24,SP,Cultural Perspectives on Dance,"Jun, Grace Shin Hae",3.333,47.0%,29.4%,5.88%,5.88%,0%,0%,11.7%,0%
TDHD,176,24,SP,Dance History: Special Topics,"Caligagan, Maria T.",3.478,62.0%,3.44%,6.89%,3.44%,3.44%,0%,20.6%,0%
TDHT,10,24,SP,Introduction to Play Analysis,"Power, Jade Yukana",3.406,65.7%,17.1%,2.85%,2.85%,5.71%,0%,2.85%,2.85%
TDHT,23,24,SP,Twentieth-Century Theatre,"Salimi, Rana",3.669,71.0%,18.8%,2.89%,0%,0%,1.44%,5.79%,0%
TDHT,101,24,SP,Topics: Lit &amp; Theatre History,"Anderson, Mysia Anyse",3.793,70.5%,11.7%,0%,0%,0%,5.88%,11.7%,0%
TDHT,101,24,SP,Topics: Lit &amp; Theatre History,"Mehrishi, Rishika",3.771,73.6%,15.7%,0%,0%,0%,5.26%,5.26%,0%
TDHT,104,24,SP,Italian Comedy,"Basso, Beatrice",3.946,92.3%,7.69%,0%,0%,0%,0%,0%,0%
TDHT,109,24,SP,African American Theatre,"Anderson, Mysia Anyse",3.984,76%,0%,0%,0%,0%,0%,24%,0%
TDHT,122,24,SP,Performance and Nightlife,"Power, Jade Yukana",3.5,70.3%,22.2%,3.70%,0%,3.70%,0%,0%,0%
TDMV,1,24,SP,Beginning Ballet,"Caligagan, Maria T.",3.973,70.9%,0%,0%,0%,0%,0%,22.5%,3.22%
TDMV,2,24,SP,Beginning Contemporary Dance,"Anabo, Cherry",3.926,86.6%,0%,3.33%,0%,0%,0%,6.66%,0%
TDMV,2,24,SP,Beginning Contemporary Dance,"Weinberg, Sadie",3.789,75.8%,13.7%,3.44%,0%,0%,0%,6.89%,0%
TDMV,3,24,SP,Beginning Jazz,"Arcidiacono, Kristin",3.763,78.0%,7.31%,7.31%,0%,0%,0%,4.87%,2.43%
TDMV,11,24,SP,Theatrical Tap,"Fyall, Daunte Edward",4,94.1%,0%,0%,0%,0%,0%,5.88%,0%
TDMV,20,24,SP,Movement Lab,"Smith, Alison D",3.923,80%,6.66%,0%,0%,0%,0%,10%,3.33%
TDMV,110,24,SP,Intermediate Ballet,"Caligagan, Maria T.",3.928,88.2%,5.88%,0%,0%,0%,2.94%,2.94%,0%
TDMV,111,24,SP,Advanced Ballet,"Smith, Alison D",3.929,76.4%,5.88%,0%,0%,0%,0%,17.6%,0%
TDMV,120,24,SP,Intermediate Contemp Dance,"Sammartano, Tonnie",3.874,85.7%,7.14%,3.57%,0%,0%,0%,0%,0%
TDMV,122,24,SP,Advanced Contemporary Dance,"Johnston, Holly",3.494,66.6%,16.6%,5.55%,5.55%,0%,0%,5.55%,0%
TDMV,123,24,SP,Contact Improvisation,"Duran, Marcos Antonio",3.706,73.6%,5.26%,10.5%,0%,0%,5.26%,5.26%,0%
TDMV,130,24,SP,Intermediate Jazz,"Mack, Kara Shanai&#39;",4,85.1%,0%,0%,0%,0%,3.70%,7.40%,0%
TDMV,138,24,SP,Beginning Hip Hop,"Jun, Grace Shin Hae",4,92.3%,0%,0%,0%,0%,0%,7.69%,0%
TDMV,140,24,SP,Dances Of The World,"Power, Jade Yukana",3.908,82.7%,0%,3.44%,0%,0%,3.44%,10.3%,0%
TDMV,140,24,SP,Dances Of The World,"Caligagan, Tony",3.985,86.6%,0%,0%,0%,0%,0%,13.3%,0%
TDMV,140,24,SP,Dances Of The World,"Corrales, Joseph Bernales",4,89.2%,0%,0%,0%,0%,0%,10.7%,0%
TDMV,140,24,SP,Dances Of The World,"Lima, Paulo Henrique",3.977,86.6%,0%,0%,0%,0%,0%,13.3%,0%
TDMV,141,24,SP,Adv Dances of the World,"Caligagan, Tony",3.952,83.8%,3.22%,0%,0%,0%,0%,9.67%,0%
TDMV,142,24,SP,Latin Dance of the World,"Blanco, Juan Carlos",3.924,88.8%,5.55%,0%,0%,0%,0%,5.55%,0%
TDMV,143,24,SP,West African Dance,"Fyall, Daunte Edward",4,93.3%,0%,0%,0%,0%,3.33%,3.33%,0%
TDMV,144,24,SP,Asian Dance,"Anabo, Cherry",3.98,91.8%,2.70%,0%,0%,0%,2.70%,2.70%,0%
TDMV,149,24,SP,Advanced Hip-Hop,"Jun, Grace Shin Hae",4,88.3%,0%,0%,0%,0%,2.32%,9.30%,0%
TDPF,162,24,SP,Studies/Perform-Spring Product,"Alvarez, Ana Maria",4,93.2%,0%,0%,0%,0%,1.69%,5.08%,0%
TDPR,6,24,SP,Theatre Practicum,"Guirguis, Mark C",3.879,85.7%,5.71%,2.85%,0%,0%,0%,0%,0%
TDPW,1,24,SP,Introduction to Playwriting,"Stein, Deborah Isobel",3.713,75.3%,12.9%,2.59%,0%,1.29%,0%,6.49%,1.29%
TDPW,102,24,SP,Advanced Playwriting,"Augustin, Jeff",3.671,68.1%,27.2%,0%,0%,0%,0%,4.54%,0%
TDPW,104,24,SP,Screenwriting,"Geva, Dan",3.594,85%,0%,0%,0%,5%,0%,5%,0%
TDTR,10,24,SP,Introduction to Dance,"Wilson, Terry A.",3.829,78.1%,9.37%,0%,0%,0%,0%,12.5%,0%
TDTR,15,24,SP,Dance Movement and Analysis,"Smith, Alison D",3.9,90%,10%,0%,0%,0%,0%,0%,0%
USP,3,24,SP,City and Social Theory,"Martin, Isaac",3.337,54.7%,29.9%,8.02%,0%,2.91%,0%,4.37%,0%
USP,4,24,SP,Intro/Geographic Info Systems,"Schwaller, Nora Louise",3.591,70.8%,12.5%,4.16%,0%,4.16%,4.16%,4.16%,0%
USP,5,24,SP,Intro to Real Estate/Develmnt,"Shenkman, Michael Thomas",2.713,18.0%,44.4%,18.0%,8.33%,4.16%,0%,6.94%,0%
USP,15,24,SP,Urban Econ/Plan&amp;Development,"Anderson, William Raymond",3.391,47.7%,41.7%,10.4%,0%,0%,0%,0%,0%
USP,25,24,SP,Real Estate/Principle&amp;Analysis,"Sun, Feiyang",3.944,84.6%,3.07%,0%,0%,0%,0%,12.3%,0%
USP,100,24,SP,Introduction to Urban Planning,"Moses, Kelema Lee",3.761,89.0%,4.68%,0%,1.56%,1.56%,1.56%,0%,1.56%
USP,108,24,SP,Planning Theories,"Martin, Isaac",3.683,64%,28%,0%,0%,0%,0%,8%,0%
USP,119,24,SP,Planning for Natural Hazards,"Schwaller, Nora Louise",3.565,75%,3.57%,10.7%,0%,3.57%,3.57%,3.57%,0%
USP,124,24,SP,Land Use Planning,"Hinds, Juli Beth",3.48,61.1%,26.3%,1.38%,1.38%,1.38%,1.38%,4.16%,0%
USP,128B,24,SP,CAS: Capstone Project,"Lewis, Leslie R",3.822,80%,10%,0%,0%,0%,0%,10%,0%
USP,142B,24,SP,Urban Chal. Homelessness II,"Lewis, Leslie R",3.939,91.3%,8.69%,0%,0%,0%,0%,0%,0%
USP,142C,24,SP,Urban Challenges: Food Systems,"Lerner, Amy M",4,96.4%,0%,0%,0%,0%,0%,3.57%,0%
USP,145,24,SP,Aging-Social &amp; Health Policy,"Yaghmaee, Saman",3.443,58.1%,27.0%,5.40%,0%,2.70%,1.35%,4.05%,1.35%
USP,150,24,SP,Real Estate/Law &amp; Regulation,"Holmes, Michael Joseph",3.604,72.4%,13.7%,6.89%,0%,0%,1.72%,1.72%,0%
USP,151,24,SP,Real Estate Plan &amp; Development,"Povieng, Donald",3.815,81.0%,8.10%,0%,2.70%,0%,2.70%,0%,2.70%
USP,152A,24,SP,Real Estate/Dev Finance&amp;Invest,"Weaver, Todd D",3.509,69.5%,21.7%,4.34%,0%,4.34%,0%,0%,0%
USP,152B,24,SP,Adv. RED Finance &amp; Invest,"Moeder, Nathan L",3.91,83.3%,0%,0%,0%,0%,0%,16.6%,0%
USP,153,24,SP,Real Estate&amp;DevMarket Analysis,"Shenkman, Michael Thomas",3.469,64.2%,21.4%,3.57%,0%,3.57%,0%,3.57%,3.57%
USP,158A,24,SP,Adv. Special Topics in RED,"Sun, Feiyang",4,100%,0%,0%,0%,0%,0%,0%,0%
USP,160,24,SP,Resrch Methods/Analyzing Crime,"Wartell, Julie Dara",3.133,40%,36.6%,3.33%,3.33%,6.66%,6.66%,3.33%,0%
USP,164,24,SP,Cities in Film,"Moses, Kelema Lee",3.946,87.5%,0%,0%,0%,0%,0%,12.5%,0%
USP,169,24,SP,Intro to Green Building,"Bajaj, Ravi Siddharth",3.591,63.8%,27.7%,5.55%,0%,0%,2.77%,0%,0%
USP,170,24,SP,Planning for Sustainable Comm,"Entezam, Maryam",3.927,90.1%,6.55%,0%,0%,0%,0%,1.63%,1.63%
USP,172,24,SP,Graphics/Visual Communication,"Peerson, Susan",3.882,86.9%,8.69%,0%,0%,0%,0%,4.34%,0%
USP,175,24,SP,Site Analysis,"Velasco, Diego",3.961,100%,0%,0%,0%,0%,0%,0%,0%
USP,177B,24,SP,Advanced Urban Design,"Peerson, Susan",4,95.6%,0%,0%,0%,0%,0%,4.34%,0%
USP,177A,24,SP,Urban Design Practicum,"Velasco, Diego",4,100%,0%,0%,0%,0%,0%,0%,0%
USP,183,24,SP,Geography/American Opportunity,"Sutton, April Marie",4,76.4%,0%,0%,0%,0%,11.7%,11.7%,0%
USP,191B,24,SP,Adv. GIS for Urban Research,"Polat, Soydan Alihan",3.711,60.8%,17.3%,0%,0%,0%,8.69%,13.0%,0%
USP,193,24,SP,San Diego Community Research,"Bussell, Mirle Rabinowitz",3.74,84%,12%,4%,0%,0%,0%,0%,0%
VIS,3,24,SP,Intr/Art-Making:3-D Practices,"Fayman, Eva",3.962,89.6%,3.03%,0%,0%,0%,1.29%,6.06%,0%
VIS,9,24,SP,Digital Photo for Non-Majors,"Camargo, William",3.863,80.8%,4.90%,1.47%,0%,0.98%,0.49%,10.7%,0.49%
VIS,10,24,SP,Computing Arts Lecture Series,"Kiratli, Solen",3.805,87.9%,5.02%,0.50%,0.50%,2.51%,0%,3.01%,0.50%
VIS,21B,24,SP,Introduction/Asian Art,"Shen, Kuiyi",3.777,78.1%,7.29%,1.28%,0.42%,1.71%,0.42%,10.3%,0.42%
VIS,22,24,SP,Formations of Modern Art,"Rose, Jordan M",3.874,82.7%,5.53%,0.65%,0%,0.65%,0%,9.12%,0.97%
VIS,31,24,SP,Undead Media All Things Zombie,"Dominguez, Ricardo",3.978,91.0%,2.05%,0%,0%,0%,0%,4.79%,0%
VIS,41,24,SP,Design Communication,"D&#39;Elena-Tweed, Jessica Erin",3.882,91.3%,3.62%,0%,0%,1.44%,0%,2.17%,1.44%
VIS,70N,24,SP,Introduction to Media,"Garnett, Mariah J",3.813,88.4%,7.69%,0.76%,0%,1.53%,0.76%,0%,0%
VIS,83,24,SP,Photographic History,"Kester, Grant",3.205,47.8%,21.4%,7.85%,1.42%,4.28%,0.71%,14.2%,2.14%
VIS,101A,24,SP,Designing Urban Ecologies,"Cruz, Edwin Teddy",3.9,100%,0%,0%,0%,0%,0%,0%,0%
VIS,102,24,SP,Democratizing the City,"Cruz, Edwin Teddy",3.568,58.8%,24.7%,5.88%,0%,0%,1.17%,9.41%,0%
VIS,105B,24,SP,Drawing: Practices and Genre,"Herc-Balaszek, Malgorzata",3.826,89.2%,3.57%,0%,0%,3.57%,3.57%,0%,0%
VIS,105A,24,SP,Drawing: Representing/Subject,"Pylypchuk, Jonathan",4,100%,0%,0%,0%,0%,0%,0%,0%
VIS,105B,24,SP,Drawing: Practices and Genre,"Gunn, Cat Sibulan",3.985,100%,0%,0%,0%,0%,0%,0%,0%
VIS,106A,24,SP,Painting:  Image Making,"Gunn, Cat Sibulan",3.936,96%,4%,0%,0%,0%,0%,0%,0%
VIS,106C,24,SP,Painting: Portfolio Projects,"Vangenderen, Monique Luise",3.445,52.3%,38.0%,0%,0%,4.76%,0%,0%,0%
VIS,106B,24,SP,Painting: Practices and Genre,"De Luca, Mara Julia",4,100%,0%,0%,0%,0%,0%,0%,0%
VIS,107A,24,SP,Sculpture: Making the Object,"Gregoire, Mathieu",3.521,80%,8%,0%,0%,8%,0%,4%,0%
VIS,107B,24,SP,Sculpture: Practices &amp; Genre,"Dean, Danielle Adobi",3.788,84%,12%,0%,0%,0%,0%,4%,0%
VIS,110E,24,SP,Art/Public Spaces/Site Specifc,"Gregoire, Mathieu",3.627,73.3%,20%,6.66%,0%,0%,0%,0%,0%
VIS,110A,24,SP,Contemporary Issues &amp; Practice,"Dinco, Dino",3.567,64.7%,17.6%,5.88%,0%,0%,11.7%,0%,0%
VIS,110N,24,SP,Studio Honors II,"Dean, Danielle Adobi",3.945,100%,0%,0%,0%,0%,0%,0%,0%
VIS,110F,24,SP,Instlatn:Cross-Discipln Projct,"Fayman, Eva",3.8,84.6%,15.3%,0%,0%,0%,0%,0%,0%
VIS,123B,24,SP,Contemp Art of Africa Diaspora,"Gaines, Malik Julian",3.789,71.4%,19.0%,0%,0%,0%,0%,9.52%,0%
VIS,125BN,24,SP,Contemporary Art,"Welchman, John C.",3.067,33.8%,35.5%,8.47%,0%,5.08%,1.69%,15.2%,0%
VIS,126P,24,SP,Latin American Art: 1890-1950,"Wardwell, Mariana Razo",3.831,75.6%,14.8%,0%,0%,0%,1.35%,6.75%,0%
VIS,128E,24,SP,Topics/Art History of Asia,"Beres, Tiffany Wai-Ying",3.488,68.1%,16.6%,1.51%,0%,4.54%,0%,6.06%,3.03%
VIS,129E,24,SP,Seminar/Art History/Asia,"Shen, Kuiyi",3.925,94.1%,0%,0%,0%,0%,0%,0%,0%
VIS,131,24,SP,Special Projects in Media,"Trigilio, Michael",3.741,72.2%,16.6%,5.55%,0%,0%,0%,0%,0%
VIS,133A,24,SP,Studio Topics in Spec Design,"Barbosa, Erika Katrina",3.96,100%,0%,0%,0%,0%,0%,0%,0%
VIS,134,24,SP,Introduction 3D Asset Design,"Yoldas, Pinar",3.975,85.1%,1.35%,0%,0%,0%,2.70%,10.8%,0%
VIS,141B,24,SP,Computer Programming/Arts II,"Stalbaum, Brett",4,93.3%,0%,0%,0%,0%,0%,0%,0%
VIS,145B,24,SP,Time&amp;Process Digital Media II,"Kiratli, Solen",3.805,80.9%,14.2%,4.76%,0%,0%,0%,0%,0%
VIS,145B,24,SP,Time&amp;Process Digital Media II,"Alexander, Amy J",3.593,64.2%,28.5%,7.14%,0%,0%,0%,0%,0%
VIS,147A,24,SP,Electronic Technologies/Art I,"Stalbaum, Brett",3.731,84.0%,6.81%,0%,0%,4.54%,0%,0%,0%
VIS,157,24,SP,Environmentalism/Arts &amp; Media,"Cartwright, Lisa",3.909,87.7%,5.26%,0%,0%,0%,1.75%,5.26%,0%
VIS,159,24,SP,History of Art and Technology,"Akten, Mehmet",3.722,83.3%,9.88%,0.79%,0.79%,2.37%,0.79%,1.18%,0.39%
VIS,160B,24,SP,Senior Proj/Computing Arts II,"Akten, Mehmet",3.533,60%,33.3%,6.66%,0%,0%,0%,0%,0%
VIS,160B,24,SP,Senior Proj/Computing Arts II,"Stone, Patricia",3.455,72.7%,18.1%,0%,0%,9.09%,0%,0%,0%
VIS,160B,24,SP,Senior Proj/Computing Arts II,"Alexander, Amy J",3.954,100%,0%,0%,0%,0%,0%,0%,0%
VIS,164,24,SP,Photographic Strategies,"Camargo, William",3.862,90.4%,9.52%,0%,0%,0%,0%,0%,0%
VIS,164,24,SP,Photographic Strategies,"Cross, Brian R",3.988,100%,0%,0%,0%,0%,0%,0%,0%
VIS,165,24,SP,Black and White Darkroom,"Erdmann, Dean",3.733,83.3%,16.6%,0%,0%,0%,0%,0%,0%
VIS,167,24,SP,Social Engagement&amp;Photography,"Stone, Chanell Monae",4,100%,0%,0%,0%,0%,0%,0%,0%
VIS,169A,24,SP,PhotographyExhibition&amp;Books,"Mostajo, Lorena",3.938,90.9%,4.54%,0%,0%,0%,4.54%,0%,0%
VIS,171,24,SP,Digital Cinema Theory/Practice,"Nakayama, Yue",3.924,90.9%,4.54%,0%,0%,0%,0%,4.54%,0%
VIS,174,24,SP,Media Sketchbook,"Kauffmann, Casey",3.454,60%,28%,8%,0%,0%,4%,0%,0%
VIS,177,24,SP,Scripting Strategies,"Cho, Erica",3.952,95.2%,4.76%,0%,0%,0%,0%,0%,0%
VIS,179,24,SP,Intermediate Projects in Media,"Erdmann, Dean",4,88.8%,0%,0%,0%,0%,0%,5.55%,0%
VIS,180A,24,SP,Documentary Evidence/Media Pra,"Nakayama, Yue",3.846,78.5%,14.2%,0%,0%,0%,0%,7.14%,0%
VIS,183A,24,SP,Strategies of Self,"Cho, Erica",3.952,95.2%,4.76%,0%,0%,0%,0%,0%,0%
VIS,185,24,SP,Senior Media Projects,"Stone, Patricia",3.832,81.8%,18.1%,0%,0%,0%,0%,0%,0%
VIS,190,24,SP,Design Master Studio,"Crandall, Jordan",4,100%,0%,0%,0%,0%,0%,0%,0%
VIS,190,24,SP,Design Master Studio,"D&#39;Elena-Tweed, Jessica Erin",4,100%,0%,0%,0%,0%,0%,0%,0%
WCWP,10A,24,SP,The Writing Course A,"Uriarte, Emma",3.895,93.1%,6.89%,0%,0%,0%,0%,0%,0%
WCWP,10B,24,SP,The Writing Course B,"Dhir, Simrita",3.818,91.6%,1.66%,5%,1.66%,0%,0%,0%,0%
WCWP,10B,24,SP,The Writing Course B,"Gagnon, Jeffrey C",3.85,87.6%,9.52%,1.90%,0%,0%,0.47%,0%,0%
WCWP,10B,24,SP,The Writing Course B,"Merryman, Walter",3.922,94.9%,3.38%,1.69%,0%,0%,0%,0%,0%
WCWP,10A,24,SP,The Writing Course A,"Susi, Natalie",2.955,50%,25%,10%,5%,10%,0%,0%,0%
WCWP,10B,24,SP,The Writing Course B,"Ornelas, Tricia",3.775,86.6%,6.66%,5%,0%,0%,0%,0%,0%
WCWP,100,24,SP,Academic Writing,"Twohig, Niall Ivan",3.754,70%,20%,2.5%,0%,0%,2.5%,0%,0%
WCWP,100,24,SP,Academic Writing,"McCleary, Keith Long",3.735,87.0%,9.67%,0%,0%,3.22%,0%,0%,0%
WCWP,100,24,SP,Academic Writing,"Young, Mark T",3.689,78.9%,14.0%,1.75%,0%,3.50%,1.75%,0%,0%
AAS,10R,24,FA,Intro/African-American Studies,"Butler, Elizabeth Annette",3.734,80.5%,5.97%,2.98%,1.49%,1.49%,1.49%,5.97%,0%
ANAR,100,24,FA,Spec Topics/Anth Archaeology,"Fortier, Jana",3.382,65.2%,17.3%,4.34%,4.34%,4.34%,0%,0%,0%
ANAR,104,24,FA,Intro GIS for Anth &amp; Arch,"Rodriguez, Eric Andrew",3.509,62.5%,29.1%,0%,0%,4.16%,0%,0%,0%
ANAR,116,24,FA,Sea Level Change - Israel,"Shtienberg, Gilad",3.263,30%,60%,5%,0%,0%,0%,5%,0%
ANAR,120,24,FA,Documenting Climate Change,"Garvin, Arianna Christina",3.6,80.6%,9.67%,3.22%,0%,6.45%,0%,0%,0%
ANAR,166,24,FA,Environmental Archaeology,"Garzon-Oechsle, Andres Est",3.381,60.7%,14.2%,17.8%,0%,0%,0%,0%,0%
ANAR,167,24,FA,Geoarchaeology,"Rivera-Collazo, Isabel C",4,80%,0%,0%,0%,0%,0%,0%,0%
ANBI,100,24,FA,Special Topic/Biological Anth,"Marchetto, Maria Carolina",3.713,87.1%,5.12%,0%,0%,5.12%,0%,2.56%,0%
ANBI,112,24,FA,Methods in Human Neuroscience,"Marchetto, Maria Carolina",3.961,94.4%,5.55%,0%,0%,0%,0%,0%,0%
ANBI,120,24,FA,Ethical Dilemmas in Bio Anthro,"Non, Amy L",3.628,82.9%,4.87%,0%,2.43%,4.87%,0%,2.43%,0%
ANSC,104,24,FA,The US-Mexico Border,"Yeh, Rihan Wen Xin",3.147,40.9%,27.2%,0%,4.54%,4.54%,0%,9.09%,0%
ANSC,121,24,FA,Psychological Anthropology,"Sloane, Julia Kathryn",3.568,70.1%,21.0%,7.01%,0%,1.75%,0%,0%,0%
ANSC,124,24,FA,Cultural Anthropology,"Bialecki, Jon Anthony",3.646,72.0%,16.2%,6.97%,0%,0%,2.32%,0%,0%
ANSC,142,24,FA,Anthropology of Latin America,"Stone, Annika Britt",3.383,65.1%,13.9%,9.30%,2.32%,4.65%,0%,4.65%,0%
ANSC,148,24,FA,Global Health&amp;Cultrl Diversity,"Walkover, Lillian B",2.893,29.6%,40.7%,25.9%,0%,3.70%,0%,0%,0%
ANSC,156,24,FA,Mad Films,"Jenkins, Janis A.",3.545,75%,8.33%,0%,0%,8.33%,0%,8.33%,0%
ANSC,169,24,FA,Culture &amp; Envr/Resrch Sem/Prac,"Fortier, Jana",3.232,43.4%,26.0%,8.69%,0%,4.34%,4.34%,8.69%,0%
ANTH,1,24,FA,Introduction to Culture,"Jassal, Aftab",3.92,92.2%,2.11%,1.40%,0%,0%,0%,2.81%,0.70%
ANTH,2,24,FA,Human Origins,"Wilder, Linnea Lorene",2.926,38.7%,27.1%,18.2%,4.65%,4.26%,0.38%,6.20%,0.38%
ANTH,10,24,FA,Climate Justice,"Stewart, Alexander B",3.758,71.8%,8.82%,0.84%,0.84%,1.68%,0.84%,13.4%,0%
ANTH,21,24,FA,Race and Racisms,"Kang, Byung Chu",3.733,82.2%,10.7%,2.80%,0.93%,0.46%,0%,2.80%,0%
ANTH,21,24,FA,Race and Racisms,"Stone, Annika Britt",3.79,82%,14%,1.6%,0.4%,0%,0%,2%,0%
ANTH,23,24,FA,Debating Multiculturalism,"Stewart, Alexander B",3.519,70.7%,13.5%,3.38%,2.11%,3.81%,0.84%,4.23%,0.84%
ANTH,87,24,FA,Freshman Seminar,"Jordan, David K.",0,0%,0%,0%,0%,0%,0%,96.5%,3.44%
ANTH,101,24,FA,Foundations/Social Complexity,"Goldstein, Paul S",3.785,80.1%,9.48%,2.58%,0%,0%,0%,0%,0%
ANTH,105,24,FA,"Climate Change, Race,&amp; Inequal","Toro Uribe, Fabian Humberto",3.701,73.6%,10.5%,1.31%,1.31%,1.31%,0%,9.21%,2.63%
ANTH,108,24,FA,"IndigPpls, Develop,&amp; ClimChng","Sloane, Julia Kathryn",3.656,85.2%,2.94%,5.88%,2.94%,2.94%,0%,0%,0%
ANTH,196A,24,FA,Honors Studies in Anthropology,"Varma, Saiba",3.918,91.6%,0%,0%,0%,0%,0%,8.33%,0%
ASTR,1,24,FA,Stars and Black Holes,"Kremer, Kyle Lee",3.076,34.1%,23.0%,20.8%,0.71%,0.71%,0.35%,18.7%,0.35%
ASTR,18,24,FA,Topics in Classical Physics,"Arnold, Kam S",2.29,10%,20%,50%,20%,0%,0%,0%,0%
ASTR,20A,24,FA,Intro to Astrophysics I,"Theissen, Christopher Alexander",3.297,40%,45.7%,8.57%,0%,0%,5.71%,0%,0%
ASTR,101,24,FA,Astrophysical Dynamics,"Burgasser, Adam Jonathan",3.232,40%,40%,15%,0%,0%,5%,0%,0%
AWP,3,24,FA,Analytical Writing,"Bourdeau, Joseph Albert",2.505,16.2%,41.8%,23.2%,11.6%,4.65%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Chandler, Bailee Daniele",3.39,51.2%,43.9%,4.87%,0%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Christie, Veronica Ann",3.178,40.4%,40.4%,14.2%,0%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Sartor, Alexandra",3.414,64.2%,28.5%,3.57%,0%,3.57%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Tsurska Svetina, Olena",3.307,47.6%,38.0%,11.9%,0%,0%,2.38%,0%,0%
AWP,3,24,FA,Analytical Writing,"Bauer, Holly Jean",3.175,38.4%,38.4%,15.3%,0%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Bolin, Jillian",3.076,30.9%,50%,14.2%,0%,2.38%,2.38%,0%,0%
AWP,3,24,FA,Analytical Writing,"Falcon, Jennifer A",3.213,45%,45%,7.5%,2.5%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Gilmore, Lauren Monica",3.17,51.8%,22.2%,25.9%,0%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Given, William Allan",2.9,28.5%,42.8%,21.4%,0%,7.14%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Kolodezh, Samuel",3.063,41.4%,34.1%,19.5%,4.87%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Tiernan, Christa Michelle",2.463,32.5%,25.5%,27.9%,2.32%,11.6%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Gardella, Alexander Drew",2.9,46.1%,25.6%,10.2%,5.12%,10.2%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Grant, Melinda G",3.045,36.3%,40.9%,13.6%,9.09%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Heiser, Jerrod A",3.483,64.2%,26.1%,9.52%,0%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Jones, William Jadie",3.083,50%,23.8%,19.0%,0%,4.76%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Steinberg, Stacy A",3.272,62.0%,24.1%,6.89%,0%,6.89%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Zimmerman, Guy",3.349,58.9%,28.2%,10.2%,0%,2.56%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Hall, Graham T",3.343,57.8%,23.6%,15.7%,0%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Spicer, Jacqueline",3.018,26.8%,53.6%,17.0%,0%,0%,2.43%,0%,0%
AWP,3,24,FA,Analytical Writing,"Westerfeld, Kevin John",3.046,30.7%,53.8%,7.69%,0%,7.69%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Wilson, Natalie Ann",3.09,29.2%,48.7%,17.0%,0%,0%,0%,0%,0%
AWP,3,24,FA,Analytical Writing,"Zroka, Amy Liane",3.193,47.6%,33.3%,19.0%,0%,0%,0%,0%,0%
